Region 	Source 	2MASS/SSTc2d 	RA 	Dec 	EDR3_plx 	EDR3_err_plx 	EDR3_RUWE 	EDR3_Dist_PPVII 	PM_EDR3_mas 	Disk 	Disk_Flag 	Observatory 	Freq_GHz 	Wavelength 	Beam_arcsec 	RMS_mJy/beam 	Survey_Ref 	Flux_mJy_Standardized 	Mdust_Mearth_Standardized 	Mdust_Mearth_PPVII 	Size_as 	eSize_as 	Hendler20_lR68 	Hendler20_R68_arcsec 	Hendler20_R68_au_DR3 	ref_spt 	Source_check 	Teff_HH14 	Lstar_DR3 	logLacc_DR3 	Mstar_B15_DR3 	logMacc_B15_DR3 	Mstar_S00_DR3 	logMacc_S00_DR3 	Mstar_Fei_DR3 	logMacc_Fei_DR3 	Mstar_PPVII 	logMacc_PPVII 	notes_Macc_PPVII
USco 	J16220961-1953005 	J16220961-1953005 	16:22:09.614 	-19:53:00.575 	7.4409 	0.0311 	1.676 	134.39 	[-5.506, -28.235] 	Debris/Ev. Trans. 	0 	[ALMA, ] 	[341.1, ] 	[0.880, ] 	[0.35, ] 	[??, ] 	[Barenfeld+2016, ] 	[ <0.48, ] 	[ <0.09, ] 	<0.09 	[, ] 	[, ] 	-- 	-- 	-- 		J16220961-1953005 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
USco 	J16230783-2300596 	J16230783-2300596 	16:23:07.835 	-23:00:59.670 	7.2499 	0.0215 	1.160 	137.93 	[-7.634, -25.197] 	Debris/Ev. Trans. 	0 	[ALMA, ] 	[341.1, ] 	[0.880, ] 	[0.35, ] 	[??, ] 	[Barenfeld+2016, ] 	[ <0.36, ] 	[ <0.07, ] 	<0.07 	[, ] 	[, ] 	-- 	-- 	-- 		J16230783-2300596 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
USco 	J16235385-2946401 	J16235385-2946401 	16:23:53.852 	-29:46:40.134 	7.3969 	0.0178 	0.973 	135.19 	[-13.646, -26.439] 	Debris/Ev. Trans. 	0 	[ALMA, ] 	[341.1, ] 	[0.880, ] 	[0.35, ] 	[??, ] 	[Barenfeld+2016, ] 	[ <0.36, ] 	[ <0.07, ] 	<0.07 	[, ] 	[, ] 	-- 	-- 	-- 		J16235385-2946401 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
USco 	J16270942-2148457 	J16270942-2148457 	16:27:09.420 	-21:48:45.702 	7.2482 	0.0859 	0.987 	137.97 	[-12.054, -25.049] 	Full 	1 	[ALMA, ] 	[341.1, ] 	[0.880, ] 	[0.35, ] 	[??, ] 	[Barenfeld+2016, ] 	[2.87, ] 	[0.55, ] 	0.55 	[0.157, ] 	[(-0.043, 0.071), ] 	< 	0.07 	9.6579 		J16270942-2148457 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
USco 	J16303390-2428062 	J16303390-2428062 	16:30:33.908 	-24:28:06.276 	6.8209 	0.0481 	1.068 	146.61 	[-6.304, -23.268] 	Full 	1 	[ALMA, ] 	[341.1, ] 	[0.880, ] 	[0.35, ] 	[??, ] 	[Barenfeld+2016, ] 	[0.60, ] 	[0.13, ] 	0.13 	[0.686, ] 	[(-0.471, 0.021), ] 	-- 	-- 	-- 		J16303390-2428062 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
USco 	J15555600-2045187 	J15555600-2045187 	15:55:56.006 	-20:45:18.716 	6.8477 	0.1505 	1.134 	146.03 	[-13.642, -22.475] 	Full 	1 	[ALMA, ] 	[??, ] 	[0.885, ] 	[0.56x0.44, ] 	[??, ] 	[vanderPlas+2016, ] 	[0.68, ] 	[0.15, ] 	0.15 	[, ] 	[, ] 	-- 	-- 	-- 		J15555600-2045187 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
USco 	J15560104-2338081 	J15560104-2338081 	15:56:01.041 	-23:38:08.117 	8.1419 	0.1368 	1.121 	122.82 	[-18.694, -26.983] 	Full 	1 	[ALMA, ] 	[??, ] 	[0.885, ] 	[0.56x0.44, ] 	[??, ] 	[vanderPlas+2016, ] 	[2.46, ] 	[0.38, ] 	0.38 	[, ] 	[, ] 	-- 	-- 	-- 		J15560104-2338081 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
USco 	J15591135-2338002 	J15591135-2338002 	15:59:11.359 	-23:38:00.240 	7.3320 	0.2352 	1.050 	136.39 	[-13.488, -25.655] 	Full 	1 	[ALMA, ] 	[??, ] 	[0.885, ] 	[0.56x0.44, ] 	[??, ] 	[vanderPlas+2016, ] 	[2.00, ] 	[0.38, ] 	0.38 	[, ] 	[, ] 	-- 	-- 	-- 		J15591135-2338002 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
USco 	J16024575-2304509 	J16024575-2304509 	16:02:45.752 	-23:04:50.920 	9.8363 	0.1928 	2.878 	142 	[-23.451, -32.915] 	Full 	1 	[ALMA, ] 	[??, ] 	[0.885, ] 	[0.56x0.44, ] 	[??, ] 	[vanderPlas+2016, ] 	[0.49, ] 	[0.10, ] 	0.11 	[, ] 	[, ] 	-- 	-- 	-- 		J16024575-2304509 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
USco 	J16060391-2056443 	J16060391-2056443 	16:06:03.910 	-20:56:44.369 	7.1173 	0.1769 	1.087 	140.50 	[-11.825, -22.145] 	Full 	1 	[ALMA, ] 	[??, ] 	[0.885, ] 	[0.56x0.44, ] 	[??, ] 	[vanderPlas+2016, ] 	[ <0.13, ] 	[ <0.03, ] 	<0.03 	[, ] 	[, ] 	-- 	-- 	-- 		J16060391-2056443 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
USco 	J16100541-1919362 	J16100541-1919362 	16:10:05.416 	-19:19:36.264 	7.0494 	0.2050 	1.170 	141.86 	[-7.959, -24.498] 	Full 	1 	[ALMA, ] 	[??, ] 	[0.885, ] 	[0.56x0.44, ] 	[??, ] 	[vanderPlas+2016, ] 	[0.52, ] 	[0.11, ] 	0.11 	[, ] 	[, ] 	-- 	-- 	-- 		J16100541-1919362 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
USco 	J16193976-2145349 	J16193976-2145349 	16:19:39.764 	-21:45:34.999 	-- 	-- 	-- 	142 	[, ] 	Full 	1 	[ALMA, ] 	[??, ] 	[0.885, ] 	[0.56x0.44, ] 	[??, ] 	[vanderPlas+2016, ] 	[0.94, ] 	[0.20, ] 	0.2 	[, ] 	[, ] 	-- 	-- 	-- 		J16193976-2145349 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
ChamI 	J10533978-7712338 	J10533978-7712338 	10:53:39.783 	-77:12:33.883 	5.4268 	0.0611 	1.012 	184.27 	[-23.290, 3.079] 	II 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[3.74, ] 	[1.30, ] 	<0.12 	[, ] 	[, ] 	< 	0.11 	20.2697 	Manara+16,17 	J10533978-7712338 	3560 	0.021 	-4.434 	nan 	nan 	0.32 	-11.75 	nan 	nan 	0.32 	-11.75 	SL
ChamI 	J10555973-7724399 	J10555973-7724399 	10:55:59.731 	-77:24:39.913 	5.4501 	0.0290 	1.261 	183.48 	[-23.691, 2.239] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[34.10, ] 	[11.89, ] 	2.28 	[0.18, ] 	[, ] 	-- 	0.11 	20.1828 	Manara+16,17 	J10555973-7724399 	4020 	0.236 	-1.127 	0.783 	-8.42 	0.745 	-8.398 	0.79 	-8.42 	0.79 	-8.42 	--
ChamI 	J10561638-7630530 	J10561638-7630530 	10:56:16.380 	-76:30:53.010 	5.2393 	0.0603 	1.195 	190.87 	[-22.773, 1.378] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[3.99, ] 	[1.51, ] 	1.27 	[, ] 	[, ] 	< 	0.12 	22.9044 	Manara+16,17 	J10561638-7630530 	2815 	0.114 	-4.395 	nan 	nan 	0.1 	-10.64 	nan 	nan 	0.1 	-10.64 	<
ChamI 	J10563044-7711393 	J10563044-7711393 	10:56:30.447 	-77:11:39.307 	5.5330 	0.0119 	1.373 	180.73 	[-23.738, 2.804] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[117.58, ] 	[39.79, ] 	<1.33 	[, ] 	[, ] 	-- 	0.77 	139.1621 	Manara+16,17 	J10563044-7711393 	4020 	0.548 	-2.131 	0.701 	-9.193 	0.74 	-9.216 	0.67 	-9.18 	0.67 	-9.18 	--
ChamI 	J10574219-7659356 	J10574219-7659356 	10:57:42.200 	-76:59:35.664 	-- 	-- 	-- 	191 	[, ] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[9.12, ] 	[3.45, ] 	3.41 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J10574219-7659356 	3410 	0.746 	-1.83 	nan 	nan 	0.3225 	-8.344 	0.29 	-8.3 	0.29 	-8.3 	--
ChamI 	J10580597-7711501 	J10580597-7711501 	10:58:05.980 	-77:11:50.100 	5.3435 	0.0728 	0.988 	187.14 	[-23.305, 2.337] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[2.68, ] 	[0.97, ] 	0.97 	[, ] 	[, ] 	< 	0.11 	20.5854 	Manara+16,17 	J10580597-7711501 	2920 	0.019 	-4.937 	0.07 	-11.45 	nan 	nan 	0.09 	-11.56 	0.07 	-11.45 	<
ChamI 	J10581677-7717170 	J10581677-7717170 	10:58:16.774 	-77:17:17.056 	5.2573 	0.0258 	2.935 	191 	[-23.466, 2.030] 	II/T 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[310.18, ] 	[117.22, ] 	116 	[, ] 	[, ] 	-- 	0.62 	118.42 	Manara+16,17 	J10581677-7717170 	4710 	1.649 	-0.329 	1.399 	-7.59 	1.495 	-7.618 	1.27 	-7.55 	1.27 	-7.55 	--
ChamI 	J10590108-7722407 	J10590108-7722407 	10:59:01.088 	-77:22:40.710 	5.4609 	0.0128 	1.353 	183.12 	[-23.373, 2.274] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[65.34, ] 	[22.70, ] 	22.7 	[0.40, ] 	[, ] 	-- 	0.23 	42.1176 	Manara+16,17 	J10590108-7722407 	4020 	0.497 	-1.539 	0.717 	-8.633 	0.745 	-8.649 	0.7 	-8.62 	0.7 	-8.62 	--
ChamI 	J10590699-7701404 	J10590699-7701404 	10:59:06.994 	-77:01:40.444 	5.3997 	0.0125 	1.171 	185.20 	[-22.793, 2.239] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[442.18, ] 	[157.11, ] 	157.11 	[0.51, ] 	[, ] 	-- 	0.36 	66.672 	Manara+16,17 	J10590699-7701404 	4870 	4.367 	-1.29 	nan 	nan 	2.025 	-8.529 	1.53 	-8.41 	1.53 	-8.41 	--
ChamI 	J11004022-7619280 	J11004022-7619280 	11:00:40.223 	-76:19:28.067 	5.1811 	0.0243 	1.167 	193.01 	[-22.558, 0.639] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[69.75, ] 	[26.92, ] 	26.92 	[0.38, ] 	[, ] 	-- 	0.25 	48.2525 	Manara+16,17 	J11004022-7619280 	3190 	0.145 	-2.283 	0.191 	-8.869 	0.2125 	-8.914 	0.18 	-8.84 	0.191 	-8.869 	--
ChamI 	J11022491-7733357 	J11022491-7733357 	11:02:24.912 	-77:33:35.716 	5.9251 	0.0675 	6.406 	191 	[-21.423, 5.021] 	II/T 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[225.68, ] 	[85.29, ] 	84.4 	[0.45, ] 	[, ] 	-- 	0.25 	47.75 	Manara+16,17 	J11022491-7733357 	4710 	2.045 	-0.824 	1.399 	-8.038 	1.57 	-8.088 	1.27 	-8 	1.27 	-8 	--
ChamI 	J11023265-7729129 	J11023265-7729129 	11:02:32.654 	-77:29:12.977 	5.5213 	0.0845 	7.077 	191 	[-22.647, 2.419] 	II 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[ <0.48, ] 	[ <0.18, ] 	<0.18 	[, ] 	[, ] 	-- 	0.42 	80.22 	Manara+16,17 	J11023265-7729129 	3410 	0.367 	-3.664 	0.288 	-10.28 	0.3225 	-10.33 	0.3 	-10.3 	0.288 	-10.28 	<
ChamI 	J11025504-7721508 	J11025504-7721508 	11:02:55.050 	-77:21:50.807 	5.4288 	0.0392 	1.094 	184.20 	[-23.791, 1.905] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[1.16, ] 	[0.41, ] 	0.41 	[, ] 	[, ] 	< 	0.23 	42.366 	Manara+16,17 	J11025504-7721508 	3085 	0.199 	-2 	0.174 	-8.449 	0.1875 	-8.479 	0.16 	-8.41 	0.174 	-8.449 	--
ChamI 	J11040425-7639328 	J11040425-7639328 	11:04:04.254 	-76:39:32.828 	5.1425 	0.0617 	1.085 	194.46 	[-23.696, -0.817] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[2.77, ] 	[1.09, ] 	1.09 	[, ] 	[, ] 	< 	0.09 	17.5014 	Manara+16,17 	J11040425-7639328 	3085 	0.038 	-3.74 	0.137 	-10.44 	0.12 	-10.38 	0.12 	-10.37 	0.137 	-10.44 	--
ChamI 	J11040909-7627193 	J11040909-7627193 	11:04:09.090 	-76:27:19.379 	5.2645 	0.0116 	1.151 	189.95 	[-22.223, 0.019] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[104.78, ] 	[39.16, ] 	39.16 	[0.25, ] 	[, ] 	-- 	0.18 	34.191 	Manara+16,17 	J11040909-7627193 	4210 	2.114 	0.5216 	0.792 	-6.34 	0.9049 	-6.398 	0.67 	-6.27 	0.67 	-6.27 	--
ChamI 	J11044258-7741571 	J11044258-7741571 	11:04:42.582 	-77:41:57.131 	5.2419 	0.0300 	1.212 	190.77 	[-23.025, 1.855] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[4.15, ] 	[1.56, ] 	1.56 	[, ] 	[, ] 	-- 	0.14 	26.7078 	Manara+16,17 	J11044258-7741571 	3190 	0.127 	-3.64 	0.193 	-10.25 	0.2075 	-10.28 	0.18 	-10.23 	0.193 	-10.25 	<
ChamI 	J11045701-7715569 	J11045701-7715569 	11:04:57.011 	-77:15:56.938 	5.1656 	0.0443 	1.070 	193.59 	[-22.712, 0.444] 	II 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[3.74, ] 	[1.43, ] 	1.43 	[, ] 	[, ] 	< 	0.12 	23.2308 	Manara+16,17 	J11045701-7715569 	3410 	0.41 	-0.943 	0.285 	-7.535 	0.3174 	-7.581 	0.3 	-7.55 	0.285 	-7.535 	--
ChamI 	J11062554-7633418 	J11062554-7633418 	11:06:25.549 	-76:33:41.868 	4.9596 	0.0763 	0.959 	201.63 	[-22.236, -1.011] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[46.05, ] 	[19.39, ] 	19.39 	[0.23, ] 	[, ] 	-- 	0.16 	32.2608 	Manara+16,17 	J11062554-7633418 	2920 	0.044 	-3.892 	0.079 	-10.27 	0.1 	-10.37 	0.09 	-10.33 	0.079 	-10.27 	--
ChamI 	J11062942-7724586 	J11062942-7724586 	11:06:29.426 	-77:24:58.644 	-- 	-- 	-- 	191 	[, ] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.18, ] 	<0.18 	[, ] 	[, ] 	-- 	-- 	-- 	-- 	J11062942-7724586 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
ChamI 	J11063276-7625210 	J11063276-7625210 	11:06:32.766 	-76:25:21.083 	5.2858 	0.1366 	1.020 	189.19 	[-21.444, 0.034] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.18, ] 	<0.18 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11063276-7625210 	2815 	0.022 	-4.34 	0.048 	-10.63 	nan 	nan 	nan 	nan 	0.048 	-10.63 	--
ChamI 	J11063945-7736052 	J11063945-7736052 	11:06:39.453 	-77:36:05.213 	5.3444 	0.3937 	1.156 	187.11 	[-23.899, 0.646] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.17, ] 	<0.17 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11063945-7736052 	2980 	0.002 	-98.86 	0.078 	-105.8 	0.1024 	-105.9 	nan 	nan 	0.078 	-105.8 	SL
ChamI 	J11064180-7635489 	J11064180-7635489 	11:06:41.808 	-76:35:48.980 	5.1364 	0.0249 	1.152 	194.69 	[-21.069, -0.505] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[0.97, ] 	[0.38, ] 	0.38 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11064180-7635489 	2980 	0.073 	-2.392 	0.113 	-8.841 	0.1099 	-8.826 	0.09 	-8.74 	0.113 	-8.841 	--
ChamI 	J11064510-7727023 	J11064510-7727023 	11:06:45.102 	-77:27:02.322 	5.3818 	0.0210 	1.654 	185.81 	[-22.470, 1.667] 	II 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[0.93, ] 	[0.33, ] 	0.33 	[, ] 	[, ] 	< 	0.2 	37.162 	Manara+16,17 	J11064510-7727023 	4115 	0.714 	-1.358 	0.775 	-8.426 	0.8249 	-8.453 	0.73 	-8.4 	0.73 	-8.4 	--
ChamI 	J11065906-7718535 	J11065906-7718535 	11:06:59.066 	-77:18:53.568 	5.3329 	0.0202 	1.457 	187.52 	[-23.291, 1.598] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[24.28, ] 	[8.84, ] 	8.84 	[0.17, ] 	[, ] 	-- 	0.12 	22.5024 	Manara+16,17 	J11065906-7718535 	3085 	0.439 	-1.512 	nan 	nan 	0.2125 	-7.874 	nan 	nan 	0.2125 	-7.874 	--
ChamI 	J11065939-7530559 	J11065939-7530559 	11:06:59.400 	-75:30:55.976 	5.1961 	0.0777 	1.007 	192.45 	[-22.578, 1.302] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[3.11, ] 	[1.19, ] 	1.19 	[, ] 	[, ] 	-- 	0.12 	23.094 	Manara+16,17 	J11065939-7530559 	2920 	0.014 	-4.096 	0.066 	-10.64 	nan 	nan 	0.09 	-10.78 	0.066 	-10.64 	--
ChamI 	J11070925-7718471 	J11070925-7718471 	11:07:09.252 	-77:18:47.142 	-- 	-- 	-- 	191 	[, ] 	II 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[0.65, ] 	[0.24, ] 	0.24 	[, ] 	[, ] 	< 	0.25 	47.75 	-- 	J11070925-7718471 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
ChamI 	J11071181-7625501 	J11071181-7625501 	11:07:11.819 	-76:25:50.117 	5.0023 	0.0805 	0.955 	199.91 	[-22.300, -0.220] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[ <0.48, ] 	[ <0.20, ] 	<0.20 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11071181-7625501 	2920 	0.016 	-4.788 	0.067 	-11.32 	nan 	nan 	0.09 	-11.45 	0.067 	-11.32 	<
ChamI 	J11071206-7632232 	J11071206-7632232 	11:07:12.066 	-76:32:23.233 	5.1580 	0.0130 	1.326 	193.87 	[-21.839, -0.436] 	II 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[6.57, ] 	[2.52, ] 	2.52 	[, ] 	[, ] 	-- 	0.22 	42.6514 	Manara+16,17 	J11071206-7632232 	3900 	0.587 	-1.308 	0.583 	-8.249 	0.62 	-8.275 	0.56 	-8.23 	0.583 	-8.249 	--
ChamI 	J11071330-7743498 	J11071330-7743498 	11:07:13.300 	-77:43:49.879 	5.2990 	0.1033 	2.004 	191 	[-25.031, -0.931] 	II/T 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[2.23, ] 	[0.83, ] 	0.82 	[, ] 	[, ] 	< 	0.11 	21.01 	Manara+16,17 	J11071330-7743498 	3190 	0.098 	-3.91 	0.195 	-10.59 	0.1975 	-10.59 	0.17 	-10.54 	0.195 	-10.59 	<
ChamI 	J11071860-7732516 	J11071860-7732516 	11:07:18.608 	-77:32:51.662 	5.0627 	0.2342 	1.155 	197.52 	[-23.567, -0.797] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[0.93, ] 	[0.38, ] 	0.38 	[, ] 	[, ] 	< 	0.15 	29.628 	Manara+16,17 	J11071860-7732516 	2920 	0.038 	-4.004 	0.076 	-10.4 	0.1 	-10.51 	0.09 	-10.47 	0.076 	-10.4 	--
ChamI 	J11072074-7738073 	J11072074-7738073 	11:07:20.744 	-77:38:07.354 	5.2913 	0.0133 	1.148 	188.99 	[-22.552, 1.214] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[26.36, ] 	[9.75, ] 	9.75 	[0.29, ] 	[, ] 	< 	0.09 	17.0091 	Manara+16,17 	J11072074-7738073 	4870 	7.115 	-0.227 	nan 	nan 	2.3275 	-7.42 	1.59 	-7.26 	1.59 	-7.26 	--
ChamI 	J11072825-7652118 	J11072825-7652118 	11:07:28.256 	-76:52:11.899 	5.0097 	0.0728 	1.943 	191 	[-23.846, 1.685] 	II 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[2.20, ] 	[0.82, ] 	0.81 	[, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11072825-7652118 	3410 	0.479 	-1.57 	0.285 	-8.127 	0.32 	-8.177 	0.29 	-8.13 	0.285 	-8.127 	--
ChamI 	J11074245-7733593 	J11074245-7733593 	11:07:42.455 	-77:33:59.393 	-- 	-- 	-- 	191 	[, ] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[2.37, ] 	[0.90, ] 	0.89 	[0.34, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11074245-7733593 	2920 	0.056 	-3.24 	0.089 	-9.625 	0.1 	-9.674 	0.09 	-9.63 	0.089 	-9.625 	--
ChamI 	J11074366-7739411 	J11074366-7739411 	11:07:43.665 	-77:39:41.148 	5.2566 	0.0169 	1.307 	190.24 	[-23.070, -0.360] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[107.27, ] 	[40.22, ] 	40.22 	[0.26, ] 	[, ] 	-- 	0.17 	32.3408 	Manara+16,17 	J11074366-7739411 	3720 	0.424 	-0.82 	0.463 	-7.691 	0.4775 	-7.704 	0.46 	-7.69 	0.463 	-7.691 	--
ChamI 	J11074656-7615174 	J11074656-7615174 	11:07:46.563 	-76:15:17.467 	5.1911 	0.1522 	1.053 	192.64 	[-22.099, 0.678] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[0.2, ] 	[Pascucci+2016, ] 	[2.18, ] 	[0.84, ] 	0.84 	[, ] 	[, ] 	< 	0.09 	17.3376 	Manara+16,17 	J11074656-7615174 	2815 	0.009 	-5.137 	0.045 	-11.57 	nan 	nan 	nan 	nan 	0.045 	-11.57 	<
ChamI 	J11075730-7717262 	J11075730-7717262 	11:07:57.307 	-77:17:26.228 	5.2152 	0.2062 	1.128 	191.75 	[-22.207, 0.107] 	II 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[6.47, ] 	[2.46, ] 	2.46 	[, ] 	[, ] 	< 	0.15 	28.7625 	-- 	J11075730-7717262 	-99 	-99 	-99 	-99 	-- 	-99 	-- 	-99 	-99 	-99 	-99 	--
ChamI 	J11075792-7738449 	J11075792-7738449 	11:07:57.928 	-77:38:44.927 	5.3821 	0.1966 	2.917 	191 	[-24.113, 2.588] 	FS 	1 	[ALMA, ] 	[338, ] 	[0.887, ] 	[0.7x0.5, ] 	[1.0, ] 	[Pascucci+2016, ] 	[19.85, ] 	[7.50, ] 	7.42 	[0.33, ] 	[, ] 	-- 	-- 	-- 	Manara+16,17 	J11075792-7738449 	4210 	0.719 	-0.877 	0.888 	-8.023 	0.9549 	-8.055 	0.82 	-7.99 	0.82 	-7.99 	--
ChamI 	J11075809-7742413 	J11075809-7742413 	11:07:58.092 	-77:42:41.324 	5.3329 	0.0325 	1.061 	187.52 	[-22.711, -0.508] 	II 	1 	[ALMA, ] 	[340, ] 	[0.882, ] 	[1.1x0.7, ] 	[0.2, ] 	[Long+2018, ] 	[7.11, ] 	[2.55, ] 	2.55 	[, ] 	[, ] 	< 	0.08 	15.0016 	Manara+16,17 	J11075809-7742413 	3410 	0.22 	-1.355 	0.291 	-8.092 	0.3075 	-8.115 	0.31 	-8.12 	0.291 	-8.092 	--
